text,label
"MEMBERSHIP - NORTH BRO, xxxxxxx8625  NY, REF NO 5xxx9502GJJ35QDD7, TRAN CD 253 SIC CD 7372",SUBSCRIPTION
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxx0102H000AMQP4, TRAN CD 253 SIC CD 7216",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192GGVGTSHPM, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192GGVGTSEMF, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192FGVGS4L7F, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx8745, SYSTEM GENERATED 2xxx-x3-21T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx5531, SYSTEM GENERATED 2xxx-x3-21T00:00:00.000Z",INCOME
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2862F5SD4F0Y9, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2862E5SB7532V, TRAN CD 253 SIC CD 5812",MISC
"DEPOSIT FROM SG AMER,            OPERATIO-DIRECT PAY, YPEPx8884, SYSTEM GENERATED 2xxx-x3-20T00:00:00.000Z",INCOME
"CITYMD - NY25, BROOKLYN     NY, REF NO 8xxx6672D0DRQNR68, TRAN CD 253 SIC CD 8011",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2862D5V0YRYEJ, TRAN CD 253 SIC CD 5734",SUBSCRIPTION
"LYFT   *RIDE SAT 2PM, xxxxxx0278   CA, REF NO 5xxx9502QJHYEBMPN, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"THE HIVE, BROOKLYN     NY, REF NO 8xxx3312QLQ1AHQY1, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"LYFT   *RIDE SAT 1PM, xxxxxx0278   CA, REF NO 5xxx9502BJHX3SNFR, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"OPS, BROOKLYN     NY, REF NO 8xxx3312QLQ027NQT, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0192BGVHN1T77, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192BGVHNFMVA, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx9723, SYSTEM GENERATED 2xxx-x3-18T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx9722, SYSTEM GENERATED 2xxx-x3-18T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx9721, SYSTEM GENERATED 2xxx-x3-18T00:00:00.000Z",TRANSFER
"LYFT   *RIDE FRI 9PM, xxxxxx0278   CA, REF NO 5xxx9502BJHWBV2PH, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE FRI 7PM, xxxxxx0278   CA, REF NO 5xxx9502BJHWA5LD4, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9502ALWHXSSH8, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxx0102B000A498L, TRAN CD 253 SIC CD 7216",MISC
"EXXONMOBIL    xxxx7936, NEW YORK     NY, REF NO 0xxx6802ARBGT4XD9, TRAN CD 253 SIC CD 5541",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxxx1929GVGTTYKS, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx4952, SYSTEM GENERATED 2xxx-x3-15T00:00:00.000Z",TRANSFER
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxxx1928GVGS122Z, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1928GVGSBPHK, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx1216, SYSTEM GENERATED 2xxx-x4-18T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPEPx1215, SYSTEM GENERATED 2xxx-x4-18T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx7066, SYSTEM GENERATED 2xxx-x4-18T00:00:00.000Z",INCOME
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxx0103B000QZNHB, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193AGVHMZFTS, TRAN CD 253 SIC CD 5814",MISC
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6843A006MD2HD, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"WHISK, BROOKLYN     NY, REF NO 2xxxxxxx8017VAK7M, TRAN CD 253 SIC CD 5719",MISC
"WAGAMAMA, NEW YORK     NY, REF NO 5xxxxx6385V2QG0Q5, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxxx1937GVGTM92N, TRAN CD 253 SIC CD 5814",MISC
"BOBBY VANS STEAKHOUSE, NEW YORK     NY, REF NO 0xxxxx1372X8RXGKS, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"PAYMENT TO VENMO-PAYMENT, YPExx7865, SYSTEM GENERATED 2xxx-x4-15T00:00:00.000Z",TRANSFER
"SQ *SQ *LITTLE COLLINS, NEW YORK     NY, REF NO 5xxxxx6365SPJJW6E, TRAN CD 253 SIC CD 5814",MISC
"HMD* VOGUE, xxx-xxx-2347 DE, REF NO 5xxxxx6365SMEXPZ1, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxxx5036LSHS6P09, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSMOHARANIINDIAN, xxxxxx1020   NY, REF NO 5xxxx5036LRNFJ3VQ, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1935GVGTJMLS, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1935GVGTJJ01, TRAN CD 253 SIC CD 5814",MISC
"D J*WALL-ST-JOURNAL, xxx-xxx-7625 MA, REF NO 5xxxxx6355SD38RWJ, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"SQU*SQ *METRO LOBBY ST, NEW YORK     NY, REF NO 5xxxxx6345S8VY39Z, TRAN CD 253 SIC CD 5499",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx8788, SYSTEM GENERATED 2xxx-x4-11T00:00:00.000Z",TRANSFER
"OASIS, BROOKLYN     NY, REF NO 7xxxx0033S66EWV4F, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1933GVGT7TYH, TRAN CD 253 SIC CD 5814",MISC
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxxxx7322D9VMG3N, TRAN CD 253 SIC CD 4814",PHONE
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxxxx6325SRGN5LT, TRAN CD 253 SIC CD 5735",TRANSFER
"SP * COCLICO, xxxxxx5462   NY, REF NO 5xxxx5032JHY7Z9MD, TRAN CD 253 SIC CD 5734",MISC
"LYFT   *RIDE SUN 2PM, xxxxxx0278   CA, REF NO 5xxxx5032JHY0TD3V, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxxxxxx3000Q88BM, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"SUGARBURG, BROOKLYN     NY, REF NO 2xxxxxx3200MHG95A, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"DEPOSIT FROM NY,            STATE-NYSTTAXRFD, YPEPx1362, SYSTEM GENERATED 2xxx-x4-09T00:00:00.000Z",INCOME
"SQ *SQ *OVENLY WILLIAM, BROOKLYN     NY, REF NO 5xxxxx6315SLG4XEK, TRAN CD 253 SIC CD 5499",MISC
"LYFT   *RIDE SUN 11AM, xxxxxx0278   CA, REF NO 5xxxx5031JHWMMR24, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxxxx3312NPNW6ZX, TRAN CD 253 SIC CD 6012",PHONE
"CHEZ MA TANTE, BROOKLYN     NY, REF NO 8xxxx3131LQ0FRALD, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"MACHINELEARNINGMASTERY, VERMONT      VI, REF NO 8xxxxxxxx0000HH28, TRAN CD 253 SIC CD 7372",MISC
"SQU*SQ *ISABELLA BEACH, BROOKLYN     NY, REF NO 5xxxxx6315SGS5PYL, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"LYFT   *RIDE SAT 7PM, xxxxxx0278   CA, REF NO 5xxxx5031JHW2P777, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SAT 1PM, xxxxxx0278   CA, REF NO 5xxxx5031JHVRV8AM, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSMARTHASCOUNTRY, xxxxxx1020   NY, REF NO 5xxxx5030LXYPSZML, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE FRI 6PM, xxxxxx0278   CA, REF NO 5xxxx5030JHV7QYZ5, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"TAXI SVC BROOKLYN, BROOKLYN     NY, REF NO 5xxxxx0307MLGFG5G, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxxx5230LADZHD44, TRAN CD 253 SIC CD 5814",MISC
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxxx5230LADY42WX, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1930GVHN25AT, TRAN CD 253 SIC CD 5814",MISC
"FEDERAL TAX WITHHELD, ZDDxx0023, SYSTEM GENERATED 2xxx-x4-08T00:00:00.000Z",MISC
"INTEREST PAID FROM,            03/06/19 THRU 04/07/19, ZDDxx0023, SYSTEM GENERATED 2xxx-x4-08T00:00:00.000Z",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx8743, SYSTEM GENERATED 2xxx-x4-08T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx8742, SYSTEM GENERATED 2xxx-x4-08T00:00:00.000Z",TRANSFER
"INTEREST PAID FROM,            03/08/19 THRU 04/07/19, ZDDxx0023, SYSTEM GENERATED 2xxx-x4-08T00:00:00.000Z",MISC
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9502ZLS47SMRJ, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSALLABOUTINDIAN, xxxxxx1020   NY, REF NO 5xxx9502ZLR8X9A0X, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxx0482ZLYJDRM9X, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6842Z005PA4VR, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"LYFT   *RIDE WED 8PM, xxxxxx0278   CA, REF NO 5xxx9502ZJHT1K2KJ, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2862Y5SVZRDA7, TRAN CD 253 SIC CD 5735",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2862Y5SVZS1LN, TRAN CD 253 SIC CD 5735",TRANSFER
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192YGVGS5J9M, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0192YGVGTPP5X, TRAN CD 253 SIC CD 5814",MISC
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3522Y5SSYJQ2Y, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"FINANCIER PATISSERIE, NEW YORK     NY, REF NO 2xxx0102Y000A543W, TRAN CD 253 SIC CD 5462",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0192XGVGTGZLY, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192XGVGSEJGN, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx8836, SYSTEM GENERATED 2xxx-x4-04T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx8806, SYSTEM GENERATED 2xxx-x4-04T00:00:00.000Z",INCOME
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2862W5SGY8AJ1, TRAN CD 253 SIC CD 7230",LIFESTYLE
"CMSVEND*CANTEEN MOUNT, MOUNT VERNON NY, REF NO 0xxx6842X009L84L1, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx4168, SYSTEM GENERATED 2xxx-x4-03T00:00:00.000Z",TRANSFER
"AMAZON.COM*MW6I06H12, AMZN.COM/BILLWA, REF NO 5xxx2862V5V50B2YK, TRAN CD 253 SIC CD 5942",TRANSFER
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxx9502VLVT20PBY, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE SUN 6PM, xxxxxx0278   CA, REF NO 5xxx9502VJHM0E3AL, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"MEMBERSHIP - NORTH BRO, xxxxxxx8625  NY, REF NO 5xxx9502VJHL3XRKA, TRAN CD 253 SIC CD 7372",SUBSCRIPTION
"PURCHASE ON xxxx2019 AT,            DONNYBROOK NEW YORK NY, @FDxx8454, ATM 2xxx-x4-02T00:00:00.000Z",ENTERTAINMENT
"CASH WITHDRAWAL ON,            xxxx2019 AT RIDGE MINI,            M-xx8332 RIDGE MINI,            M-xx8332, @MCxx1271, ATM 2xxx-x4-02T00:00:00.000Z",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx0736, SYSTEM GENERATED 2xxx-x4-02T00:00:00.000Z",TRANSFER
"LYFT   *RIDE SUN 1PM, xxxxxx0278   CA, REF NO 5xxx9502SJHJMEW50, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SUN 12PM, xxxxxx0278   CA, REF NO 5xxx9502SJHJLEV85, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SUN 12PM, xxxxxx0278   CA, REF NO 5xxx9502SJHJJPD8W, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NEIGHBORHOOD DELI GROC, NEW YORK     NY, REF NO 5xxx0202V5SLT9NAV, TRAN CD 253 SIC CD 5411",MISC
"LYFT   *RIDE SAT 11AM, xxxxxx0278   CA, REF NO 5xxx9502TJHHA08AN, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxx0102S000BD6BD, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192TGVHMTZ0N, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0192TGVGTWNX1, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO CHASBK CK,            WEBXFR-TRANSFER, YPExx6164, SYSTEM GENERATED 2xxx-x4-01T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx6162, SYSTEM GENERATED 2xxx-x4-01T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx6163, SYSTEM GENERATED 2xxx-x4-01T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER FROM,            SAV xxxxx1063,            ON 03/31/2019,            HIB- 7xxxx4695XVEJTO50QY, IBxxx5346, INTERNET BANKING 2xxx-x4-01T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 3038,            ON 03/31/2019,            HIB- 7xxxx4695XVEJS0LQKE, IBxxx5433, INTERNET BANKING 2xxx-x4-01T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CHK xxxxx8911,            ON 03/31/2019,            HIB- 7xxxx4695XVEJTO50QY, IBxxx5346, INTERNET BANKING 2xxx-x4-01T00:00:00.000Z",TRANSFER
"PAYMENT - THANK YOU, , REF NO 8xxx5312SEHN6E47M, TRAN CD 271 SIC CD 6010",TRANSFER
"APL* ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2862R5SGY3E3E, TRAN CD 253 SIC CD 5735",TRANSFER
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9502RLYB98PK2, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"ELIZABAR BREAD LLC, NEW YORK     NY, REF NO 5xxx3522T5SZYLR27, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"HUDSON NEWS  ST125, NEW YORK     NY, REF NO 5xxx0202RRQEBF1XX, TRAN CD 253 SIC CD 5994",MISC
"BOBBY VANS STEAKHOUSE, NEW YORK     NY, REF NO 0xxx4612REHVSAQ87, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3522PLAVHFKK1, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192PGVGS455K, TRAN CD 253 SIC CD 5814",MISC
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxx0102P000B25BQ, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"OASIS, BROOKLYN     NY, REF NO 7xxx3002NS66DM5KA, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"GLOBAL TRANSFER,            GPIXVWLFCH, IBxxx3639, INTERNET BANKING 2xxx-x3-28T00:00:00.000Z",MISC
DIVIDEND RECEIVED MCCORMICK &COMPANY INC COM NPV,INVESTMENTS
"D J*WALL-ST-JOURNAL, xxx-xxx-7625 MA, REF NO 5xxxxx6405SFHM47J, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"INTEREST PAID FROM,            04/08/19 THRU 05/07/19, ZDDxx8754, SYSTEM GENERATED 2xxx-x5-08T00:00:00.000Z",MISC
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxx3833Y2NPNW746, TRAN CD 253 SIC CD 6012",PHONE
"FEDERAL TAX WITHHELD, ZDDxx7329, SYSTEM GENERATED 2xxx-x5-06T00:00:00.000Z",MISC
"INTEREST PAID FROM,            04/08/19 THRU 05/05/19, ZDDxx7329, SYSTEM GENERATED 2xxx-x5-06T00:00:00.000Z",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx8382, SYSTEM GENERATED 2xxx-x5-06T00:00:00.000Z",TRANSFER
"CASH WITHDRAWAL ON,            xxxx2019 AT PAI ISO PAI,            ISO BROOKLYN,            NY US, @MCxx5239, ATM 2xxx-x5-06T00:00:00.000Z",MISC
"LYFT   *RIDE SUN 12AM, xxxxxx0278   CA, REF NO 5xxx9503XJHMEH3BK, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SQ *SQ *RENAE HOLLAND, BROOKLYN     NY, REF NO 5xxx2863W5SMJJFT6, TRAN CD 253 SIC CD 5499",MISC
"LYFT   *RIDE FRI 10PM, xxxxxx0278   CA, REF NO 5xxx9503XJHL3026N, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193WGVGTRSXF, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0193WGVGTEGMZ, TRAN CD 253 SIC CD 5814",MISC
"DUMBO MOVING, xxx-xxx8282  NY, REF NO 5xxx6873WJM6FWWNK, TRAN CD 253 SIC CD 4214",LIVING-EXPENSES
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9503VLXPDBLV6, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxx9503VLR508R37, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3523W5SY40WF0, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3523SLAYF24PP, TRAN CD 253 SIC CD 5814",MISC
"DONNYBROOK, NEW YORK     NY, REF NO 2xxx6063V2Y3AMR62, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193SGVGTEM5L, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx8552, SYSTEM GENERATED 2xxx-x5-03T00:00:00.000Z",TRANSFER
"IZZIES CHEESE STEAKS, NEW YORK     NY, REF NO 5xxx0363SBM5LGZ16, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2863T5SXE7SMY, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQ *SQ *MACCHIATO ESPR, NEW YORK     NY, REF NO 5xxx2863T5SWK312F, TRAN CD 253 SIC CD 5812",MISC
"SEAMLSSKESTANEKEBAB, xxxxxx1020   NY, REF NO 5xxx9503TLTWZN2GE, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"MEMBERSHIP - NORTH BRO, xxxxxxx8625  NY, REF NO 5xxx9503TJH96GVXV, TRAN CD 253 SIC CD 7372",SUBSCRIPTION
"AMAZON.COM*MZ2MU9S32 A, AMZN.COM/BILLWA, REF NO 5xxx0203T2DYZ20ZK, TRAN CD 253 SIC CD 5942",TRANSFER
"NEIGHBORHOOD DELI GROC, NEW YORK     NY, REF NO 5xxx0203S5SLTQR27, TRAN CD 253 SIC CD 5411",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193TGVGTX31J, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO CHASBK CK,            WEBXFR-TRANSFER, YPExx9353, SYSTEM GENERATED 2xxx-x5-02T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx9352, SYSTEM GENERATED 2xxx-x5-02T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx9351, SYSTEM GENERATED 2xxx-x5-02T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx9350, SYSTEM GENERATED 2xxx-x5-02T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx9349, SYSTEM GENERATED 2xxx-x5-02T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx7258, SYSTEM GENERATED 2xxx-x5-02T00:00:00.000Z",INCOME
"PAYMENT - THANK YOU, , REF NO 8xxx5313TEHN5T2D2, TRAN CD 271 SIC CD 6010",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2863R5SKTZ6FQ, TRAN CD 253 SIC CD 5735",TRANSFER
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193RGVHNAJAZ, TRAN CD 253 SIC CD 5814",MISC
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 3038,            ON 05/01/2019,            HIB- 8xxxx9967XWC03N2O57, YIBxx7122, INTERNET BANKING 2xxx-x5-01T00:00:00.000Z",TRANSFER
"REBATE OF ATM SURCHARGE,            FOR 04/02/19 WITHDRAWAL, Z@ARx7630, SYSTEM GENERATED 2xxx-x5-01T00:00:00.000Z",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2863P5SEAJ2NN, TRAN CD 253 SIC CD 5812",MISC
"APL* ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2863P5SDBXFQT, TRAN CD 253 SIC CD 5735",TRANSFER
"LYFT   *RIDE SAT 3PM, xxxxxx0278   CA, REF NO 5xxx9503NJHZPARQ0, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SQ *SQ *BK JANI DEKALB, BROOKLYN     NY, REF NO 5xxx2863M5V05ALMN, TRAN CD 253 SIC CD 5812",MISC
"CENTURY TWENTY ONE #26, BROOKLYN     NY, REF NO 5xxx0203NV6TESD0M, TRAN CD 253 SIC CD 5310",LIFESTYLE
"CENTURY TWENTY ONE #26, BROOKLYN     NY, REF NO 5xxx0203NV6TESDJP, TRAN CD 253 SIC CD 5310",LIFESTYLE
"INTELLIGENT FOODS ON D, NEW YORK     NY, REF NO 2xxx7803M029NM4QP, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193MGVGTZP03, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0193MGVGTDRME, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx5546, SYSTEM GENERATED 2xxx-x4-29T00:00:00.000Z",TRANSFER
"MTA*METROCARD MACHINE, NEW YORK     NY, REF NO 5xxx2863M5SXHM5BZ, TRAN CD 253 SIC CD 4111",LIVING-EXPENSES
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9503LLY6BGJH9, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSKESTANEKEBAB, xxxxxx1020   NY, REF NO 5xxx9503LLRKRTBHR, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SPOTIFY USA, NEW YORK     NY, REF NO 1xxx0213K00EW3487, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193KGVHN7VX1, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0193KGVGT619A, TRAN CD 253 SIC CD 5814",MISC
"DEPOSIT FROM SG AMER,            OPERATIO-DIRECT PAY, YPEPx2182, SYSTEM GENERATED 2xxx-x4-26T00:00:00.000Z",INCOME
"LONDON MUMMY, LONDON       LN, REF NO 8xxx3903J0005VBH1, TRAN CD 253 SIC CD 5691",MISC
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 5xxx2863J5SA0M34S, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
