text,label
PURCHASE - RED WHITE AND GREEN WI   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSTIKKAINDIANGRI    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - EDGE VALET               xxxxxxx1329  NY,LIVING-EXPENSES
PURCHASE - BAR UNI                  BROOKLYN     NY,ENTERTAINMENT
PURCHASE - DEPANNEUR                BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SAUVAGE                  BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - IKEA BROOKLYN            BROOKLYN     NY,MISC
PURCHASE - UBER   TRIP IPDBS        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   TRIP 6PKU6        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   TRIP MTCRT        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - SQ *SQ *BLUE BOTTLE CO   BROOKLYN     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - VERIZON*RECURRING PAY    800-VERIZON  FL,LIVING-EXPENSES
DEPOSIT FROM VENMO-CASHOUT,TRANSFER
PURCHASE - SEAMLSSLOBSTERJOINTGR    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - WPY*FOODTECH MEETUP xx   xxx-xxx-3729 CA,MISC
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
ONLINE TRANSFER TO   CHECKING xxxxxxx8911 ON 02/01 - REFERENCE NO: IBxx0407,TRANSFER
ONLINE TRANSFER FROM SAVINGS  xxxxxxx1063 ON 02/01 - REFERENCE NO: IBxx0407,TRANSFER
PAYMENT TO VENMO-PAYMENT,TRANSFER
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx8661 ON 02/01 - REFERENCE NO: IBxx0235,TRANSFER
REBATE OF ATM SURCHARGE FOR 01/01/18 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 01/17/18 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 01/10/18 WITHDRAWAL,MISC
PAYMENT TO 2 NORTH 6TH PLAC-WEB PMTS,LIVING-EXPENSES
PAYMENT - PAYMENT - THANK YOU,TRANSFER
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - SQ *SQ *BLUE BOTTLE CO   BROOKLYN     NY,MISC
PURCHASE - UBER   TRIP OEDM3        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - BROOKLYN STEEL FOOD AN   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - EDGE VALET               xxxxxxx1329  NY,LIVING-EXPENSES
PURCHASE - UBER   TRIP BRXB6        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
PURCHASE - NORTH SIDE DELI 1 INC    BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - LEVIS 189                BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - CHAI - BROOKLYN          BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - RED WHITE AND GREEN WI   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
FEDERAL TAX WITHHELD,MISC
INTEREST EARNED AND PAID FROM 01/06/18 - THROUGH 02/06/18 INCLUSIVE,MISC
PURCHASE - AURORA RISTORANTE        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ENVATOMARKETxxxx1190     xxxxxxx6284  UT,MISC
PURCHASE - PRIME FRESH MEMBERSHIP   AMZN.COM/PRMEWA,LIVING-EXPENSES
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
"INTEREST PAID FROM 01/09/18 THROUGH 02/08/18 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $39,640.71",MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - SQ *SQ *MILDRED NEW YO   NEW YORK     NY,LIFESTYLE
PURCHASE - RED WHITE AND GREEN WI   BROOKLYN     NY,LIVING-EXPENSES
CASH WITHDRAWAL ON  02/08 AT 105 BROAD STREET - NEW YORK     NY,MISC
PURCHASE - 8TH AVE DELI GROCERY     NEW YORK     NY,MISC
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - SQ *SQ *MANHATTANVILLE   NEW YORK     NY,MISC
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SUNAC NATURAL            BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - DEAD RABBIT TAVERN       NEW YORK     NY,ENTERTAINMENT
PURCHASE - DEAD RABBIT TAVERN       NEW YORK     NY,ENTERTAINMENT
PURCHASE - DEAD RABBIT TAVERN       NEW YORK     NY,ENTERTAINMENT
PURCHASE - LYFT   *RIDE FRI 3AM     xxxxxx0278   CA,LIVING-EXPENSES
PURCHASE - FINE FARE SUPERMARKE     NEW YORK     NY,LIVING-EXPENSES
PURCHASE - LYFT   *RIDE THU 3PM     xxxxxx0278   CA,LIVING-EXPENSES
PURCHASE - PUSHCART COFFEE          NEW YORK     NY,MISC
PURCHASE - FREEHAND NEW YORK F&B    NEW YORK     NY,ENTERTAINMENT
PURCHASE - FREEHAND NEW YORK F&B    NEW YORK     NY,ENTERTAINMENT
PURCHASE - UBER   TRIP M2OWR        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - SEAMLSSLOBSTERJOINTGR    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - MORTON WILLIAMS BRO      NEW YORK     NY,MISC
PURCHASE - VIA                      xxxxxx6350   NY,LIVING-EXPENSES
PURCHASE - LUMBER LIQUIDATORS 055   NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - DUANE READE #x4429       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CVS/PHARMACY #x4958      BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - DONNYBROOK               NEW YORK     NY,ENTERTAINMENT
ATM OR OTHER ELECTRONIC BANKING TRANSACTION,MISC
ATM OR OTHER ELECTRONIC BANKING TRANSACTION,MISC
PURCHASE - SQU*SQ *DR SMOOD LEXIN   NEW YORK     NY,MISC
PURCHASE - AMAZON MKTPLACE PMTS W   WWW.AMAZON.COWA,TRANSFER
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
DIVIDEND RECEIVED KINDER MORGAN INC COM USD0.01,INVESTMENTS
DIVIDEND RECEIVED APPLE INC,INVESTMENTS
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - SQ *SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
PURCHASE - AMAZONFRESH              WWW.AMZN/FRSHWA,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - AMAZON MKTPLACE PMTS W   WWW.AMAZON.COWA,TRANSFER
RETURN - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - SQU*SQ *BLUE BOTTLE CO   NEW YORK     NY,MISC
PURCHASE - SQ *SQ *MILDRED NEW YO   NEW YORK     NY,LIFESTYLE
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BP#xxx4109HEARTLANDQPS   STATEN ISLANDNY,MISC
PURCHASE - AMAZON FRESH TIPS        WWW.AMZN/FRSHWA,TRANSFER
PURCHASE - SEAMLSSLOBSTERJOINTGR    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - BP#xxx4109HEARTLANDQPS   STATEN ISLANDNY,MISC
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE - WINE:30                  NEW YORK     NY,ENTERTAINMENT
PURCHASE - BP#xxx4109HEARTLANDQPS   STATEN ISLANDNY,MISC
PURCHASE - BP#xxx4109HEARTLANDQPS   STATEN ISLANDNY,MISC
PURCHASE - WINE:30                  NEW YORK     NY,ENTERTAINMENT
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PAYMENT TO VENMO-PAYMENT,TRANSFER
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE ON  02/20 AT BROOKLYN HARVES - BROOKLYN     NY,LIVING-EXPENSES
PAYMENT TO DELUXE CHECK-CHECK/ACC.,MISC
PURCHASE MADE ON 02/20/18 AT SQ *SQ *METRO LOBBY ST - NEW YORK      NY,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE MADE ON 02/21/18 AT SQU*SQ *DR SMOOD LEXIN - NEW YORK      NY,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE MADE ON 02/20/18 AT PRET A MANGER x21 - NEW YORK      NY,MISC
PURCHASE MADE ON 02/21/18 AT MIDWINTER KITCHEN - NEW YORK      NY,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
PURCHASE MADE ON 02/21/18 AT 325 DREAMLAND - NEW YORK      NY,MISC
PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,SUBSCRIPTION
RETURN - AMAZON.COM               AMZN.COM/BILLWA,MISC
CASH WITHDRAWAL ON  02/25 AT PAI ISO - NEW YORK     NY,MISC
PURCHASE MADE ON 02/24/18 AT RED WHITE AND GREEN WI - BROOKLYN      NY,LIVING-EXPENSES
PURCHASE ON  02/24 AT WHOLEFDS  238 BEDFORD - BROOKLYN     NY,LIVING-EXPENSES
PURCHASE MADE ON 02/23/18 AT SEAMLSSALLABOUTINDIAN - xxxxxx1020    NY,LIVING-EXPENSES
REBATE CHBK ORDER,MISC
PURCHASE MADE ON 02/23/18 AT PRET A MANGER x21 - NEW YORK      NY,MISC
PURCHASE MADE ON 02/22/18 AT PRET A MANGER x21 - NEW YORK      NY,MISC
RETURN - AMAZON.COM               AMZN.COM/BILLWA,MISC
CREDIT REVERSAL - CREDIT REVERSAL,MISC
MISCELLANEOUS ELECTRONIC CREDIT,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE MADE ON 02/26/18 AT SQ *SQ *METRO LOBBY ST - NEW YORK      NY,MISC
PURCHASE MADE ON 02/26/18 AT SEAMLSSINDIANKITCHEN - xxxxxx1020    NY,LIVING-EXPENSES
PURCHASE MADE ON 02/26/18 AT PRET A MANGER x21 - NEW YORK      NY,MISC
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
ONLINE TRANSFER FROM CHECKING xxxxxxx8911 ON 03/01 - REFERENCE NO: IBxx4407,TRANSFER
CHECK - 102,MISC
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx2013 ON 03/01 - REFERENCE NO: IBxx3708,TRANSFER
CHECK - 101,MISC
ONLINE TRANSFER TO   SAVINGS  xxxxxxx1063 ON 03/01 - REFERENCE NO: IBxx4407,TRANSFER
REBATE OF ATM SURCHARGE FOR 02/08/18 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 02/25/18 WITHDRAWAL,MISC
PURCHASE MADE ON 02/27/18 AT TRADER PANTRY xxxxxx61 - NEW YORK      NY,MISC
PURCHASE MADE ON 02/27/18 AT TRADER PANTRY xxxxxx61 - NEW YORK      NY,MISC
DIVIDEND RECEIVED ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
FOREIGN TAX PAID ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
PAYMENT TO 2 NORTH 6TH PLAC-WEB PMTS,LIVING-EXPENSES
PURCHASE MADE ON 03/01/18 AT JUICE PRESS EQ18 - NEW YORK      NY,MISC
PURCHASE MADE ON 02/28/18 AT TRADER PANTRY xxxxxx61 - NEW YORK      NY,MISC
PURCHASE MADE ON 02/28/18 AT TRADER PANTRY xxxxxx61 - NEW YORK      NY,MISC
PAYMENT - PAYMENT - THANK YOU,TRANSFER
PURCHASE - AT&T*BILL PAYMENT        xxxxxxx0500  TX,PHONE
PURCHASE - SQ *SQ *MILDRED NEW YO   NEW YORK     NY,LIFESTYLE
PURCHASE - SPOTIFY USA              NEW YORK     NY,SUBSCRIPTION
PURCHASE - SQU*SQ *BLUE BOTTLE CO   NEW YORK     NY,MISC
PURCHASE - EMPORIO RISTORANTE &     NEW YORK     NY,ENTERTAINMENT
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - UBER   TRIP 2ZRMV        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - PRIME FRESH MEMBERSHIP   AMZN.COM/PRMEWA,LIVING-EXPENSES
CASH WITHDRAWAL ON  03/03 AT 127 RIVINGTON STREET - NEW YORK     NY,MISC
PURCHASE MADE ON 03/02/18 AT SEAMLSSALLABOUTINDIAN - xxxxxx1020    NY,LIVING-EXPENSES
CASH WITHDRAWAL ON  03/02 AT 127 RIVINGTON STREET - NEW YORK     NY,MISC
PURCHASE - VIA                      xxxxxx6350   NY,LIVING-EXPENSES
PURCHASE - VIA                      xxxxxx6350   NY,LIVING-EXPENSES
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - MORTON WILLIAMS BRO      NEW YORK     NY,MISC
PURCHASE - SEAMLSSRAVAGH            xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - UBER   23GT7             xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   TRIP 23GT7        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - DUANE READE #x4200       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
FEDERAL TAX WITHHELD,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
INTEREST EARNED AND PAID FROM 02/07/18 - THROUGH 03/06/18 INCLUSIVE,MISC
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - AMAZON.COM               AMAZON.COM   WA,TRANSFER
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
PURCHASE - AMAZON PRIME NOW TIPS    AMAZON.COM/BIWA,TRANSFER
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - DUANE READE #x4112       NEW YORK     NY,LIVING-EXPENSES
"INTEREST PAID FROM 02/09/18 THROUGH 03/08/18 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $39,239.93",MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - SQU*SQ *DR SMOOD LEXIN   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - UBER   TRIP 2MUGF        xxxxxx8996   CA,LIVING-EXPENSES
CASH WITHDRAWAL ON  03/08 AT 195 12TH STREET - NEW YORK     NY,MISC
PURCHASE - AMAZONFRESH              WWW.AMZN/FRSHWA,LIVING-EXPENSES
PURCHASE - SEAMLSSNATSUMISUSHIAN    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - UBER   SPNIT             xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   TRIP SPNIT        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - PRET A MANGER 021        NEW YORK     NY,MISC
PURCHASE - UBER   TRIP ZJOZY        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - HEARTH/ZADIES            NEW YORK     NY,ENTERTAINMENT
PURCHASE - LEA WINE BAR - PARK AV   NEW YORK     NY,ENTERTAINMENT
PURCHASE - HEARTH/ZADIES            NEW YORK     NY,ENTERTAINMENT
PURCHASE MADE ON 03/09/18 AT SEAMLSSALLABOUTINDIAN - xxxxxx1020    NY,LIVING-EXPENSES
PURCHASE - YN WINE BAR              NEW YORK     NY,ENTERTAINMENT
PURCHASE - LUMBER BOYS              NEW YORK     NY,MISC
PURCHASE - SQU*SQ *HONEST CHOPS     NEW YORK     NY,LIVING-EXPENSES
PURCHASE - RED WHITE AND GREEN WI   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NITEHAWK CINEMA THEATR   BROOKLYN     NY,MISC
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
RETURN - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - FRED PERRY USA INC       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - BALABOOSTA               NEW YORK     NY,ENTERTAINMENT
PURCHASE - NYCTAXI1P53              WOODSIDE     NY,LIVING-EXPENSES
PURCHASE - TST* 16 HANDLES - WILL   BROOKLYN     NY,MISC
RETURN - HERTZ TOLL CHARGE-ATS    xxxxxx4300   FL,LIVING-EXPENSES
RETURN - HERTZ TOLL CHARGE-ATS    xxxxxx4300   FL,LIVING-EXPENSES
RETURN - HERTZ TOLL CHARGE-ATS    xxxxxx4300   FL,LIVING-EXPENSES
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
DEPOSIT FROM VENMO-CASHOUT,TRANSFER
RETURN - HERTZ TOLL CHARGE-ATS    xxxxxx4300   FL,LIVING-EXPENSES
RETURN - HERTZ TOLL CHARGE-ATS    xxxxxx4300   FL,LIVING-EXPENSES
RETURN - HERTZ TOLL CHARGE-ATS    xxxxxx4300   FL,LIVING-EXPENSES
CREDIT REVERSAL - CREDIT REVERSAL,MISC
CREDIT REVERSAL - CREDIT REVERSAL,MISC
CREDIT REVERSAL - CREDIT REVERSAL,MISC
PURCHASE - GROUP STAGE SOCCER       xxx-xxx-0860 NY,LIFESTYLE
PURCHASE - NITEHAWK CINEMA RESTAU   BROOKLYN     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - PARAGON - 48 MULBERRY    NEW YORK     NY,LIVING-EXPENSES
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - SQ *SQ *MILDRED NEW YO   NEW YORK     NY,LIFESTYLE
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - SHAPESCALE.COM           xxxxxx2612   CA,MISC
PURCHASE - INTUIT *TURBOTAX         xxx-xxx-8848 CA,MISC
PURCHASE - PARAGON - 48 MULBERRY    NEW YORK     NY,LIVING-EXPENSES
PURCHASE - DUANE READE #x4429       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSALLABOUTINDIAN    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - RED WHITE AND GREEN WI   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PARAGON - 48 MULBERRY    NEW YORK     NY,LIVING-EXPENSES
PURCHASE - CVS/PHARMACY #x4958      BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - FUJIFILM WONDER PHOTO    VALHALLA     NY,MISC
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - SEAMLSSPIEBYTHEPOUND     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSRIZZOSFINEPIZZ    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SQ *SQ *MANHATTANVILLE   NEW YORK     NY,MISC
PURCHASE - SQ *SQ *MANHATTANVILLE   NEW YORK     NY,MISC
PURCHASE - UBER   TRIP 3MQS5        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - CENTURY TWENTY ONE #10   NEW YORK     NY,MISC
PURCHASE - VIA                      xxxxxx6350   NY,LIVING-EXPENSES
PURCHASE - VIA                      xxxxxx6350   NY,LIVING-EXPENSES
PURCHASE - UBER   3MQS5             xxxxxx8996   CA,LIVING-EXPENSES
ONLINE TRANSFER FROM CHECKING xxxxxxx8911 ON 03/19 - REFERENCE NO: IBxx2050,TRANSFER
ONLINE TRANSFER TO   SAVINGS  xxxxxxx1063 ON 03/19 - REFERENCE NO: IBxx2050,TRANSFER
PURCHASE MADE ON 03/19/18 AT SEAMLSSLITTLECHOCAPOT - xxxxxx1020    NY,LIVING-EXPENSES
PURCHASE MADE ON 03/19/18 AT SEAMLSSDARx25 - xxxxxx1020    NY,LIVING-EXPENSES
PURCHASE - 7-ELEVEN x5819           NEW YORK     NY,LIVING-EXPENSES
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
PURCHASE - AT&T*BILL PAYMENT        xxxxxxx0500  TX,PHONE
PURCHASE - SQU*SQ *DR SMOOD LEXIN   NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
DEPOSIT FROM IRS  TREAS 310-  TAX REF,MISC
PURCHASE - LUMBER BOYS              NEW YORK     NY,MISC
PURCHASE - RED WHITE AND GREEN WI   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQU*SQ *BLUE BOTTLE CO   BROOKLYN     NY,MISC
PURCHASE - PAYPAL *E-COMMERCE       xxxxxx7733   CA,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - TST* RUBY'S              NEW YORK     NY,ENTERTAINMENT
PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,SUBSCRIPTION
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - CVS/PHARMACY #x4958      BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - VANS #0498               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE MADE ON 03/23/18 AT SEAMLSSGLAZETERIYAKI - xxxxxx1020    NY,LIVING-EXPENSES
PURCHASE - REYNARD RESTAURANT       BROOKLYN     NY,ENTERTAINMENT
PURCHASE - RED WHITE AND GREEN WI   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - AURORA HARDWARE          BROOKLYN     NY,MISC
PURCHASE - CRATE & BARREL #633      NEW YORK CITYNY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - REYNARD RESTAURANT       BROOKLYN     NY,ENTERTAINMENT
PURCHASE - SPOTIFY USA              NEW YORK     NY,SUBSCRIPTION
PURCHASE - VERIZON*ONETIMEPAY       800-VERIZON  FL,LIVING-EXPENSES
PURCHASE - VIA                      xxxxxx6350   NY,LIVING-EXPENSES
PURCHASE - NEIGHBORHOOD DELI GROC   NEW YORK     NY,MISC
ONLINE TRANSFER FROM CHECKING xxxxxxx8911 ON 03/27 - REFERENCE NO: IBxx2145,TRANSFER
ONLINE TRANSFER TO   SAVINGS  xxxxxxx1063 ON 03/27 - REFERENCE NO: IBxx2145,TRANSFER
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - LEA WINE BAR - PARK AV   NEW YORK     NY,ENTERTAINMENT
DEPOSIT FROM VENMO-CASHOUT,TRANSFER
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WELCOME WINE & SPI       NEW YORK     NY,ENTERTAINMENT
PURCHASE - SEAMLSSDAR525            xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSALLABOUTINDIAN    xxxxxx1020   NY,LIVING-EXPENSES
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
CASH WITHDRAWAL ON  03/29 AT MASTER MINI MKT 2 - NEW YORK     NY,MISC
PURCHASE - SQ *SQ *MILDRED NEW YO   NEW YORK     NY,LIFESTYLE
PURCHASE - PARAGON - 48 MULBERRY    NEW YORK     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
